# 0.3669921166466698, 0, -12.387544316686668
(0.658756, 1.205186, -12.707222), (0.809441, 1.239812, -12.707442), (0.807413, 1.23344, -12.865662)
(0.658756, 1.205186, -12.707222), (0.661321, 1.208493, -12.549047), (0.809441, 1.239812, -12.707442)
(0.508428, 1.169843, -12.706928), (0.658756, 1.205186, -12.707222), (0.656908, 1.197776, -12.86515)
(0.508428, 1.169843, -12.706928), (0.510808, 1.174261, -12.549017), (0.658756, 1.205186, -12.707222)
(0.358389, 1.133695, -12.706527), (0.508428, 1.169843, -12.706928), (0.506712, 1.161637, -12.864601)
(0.358389, 1.133695, -12.706527), (0.360585, 1.139228, -12.548865), (0.508428, 1.169843, -12.706928)
(0.208577, 1.096665, -12.705994), (0.358389, 1.133695, -12.706527), (0.356804, 1.124714, -12.863965)
(0.208577, 1.096665, -12.705994), (0.210625, 1.103152, -12.548557), (0.358389, 1.133695, -12.706527)
(0.058926, 1.058738, -12.705316), (0.208577, 1.096665, -12.705994), (0.207153, 1.086741, -12.863205)
(0.058926, 1.058738, -12.705316), (0.060817, 1.06627, -12.548099), (0.208577, 1.096665, -12.705994)
(0.661321, 1.208493, -12.549047), (0.664612, 1.207532, -12.390632), (0.812219, 1.241877, -12.548975)
(0.661321, 1.208493, -12.549047), (0.812219, 1.241877, -12.548975), (0.809441, 1.239812, -12.707442)
(0.510808, 1.174261, -12.549017), (0.513848, 1.174752, -12.390873), (0.661321, 1.208493, -12.549047)
(0.510808, 1.174261, -12.549017), (0.661321, 1.208493, -12.549047), (0.658756, 1.205186, -12.707222)
(0.360585, 1.139228, -12.548865), (0.363436, 1.140894, -12.390963), (0.510808, 1.174261, -12.549017)
(0.360585, 1.139228, -12.548865), (0.510808, 1.174261, -12.549017), (0.508428, 1.169843, -12.706928)
(0.210625, 1.103152, -12.548557), (0.360585, 1.139228, -12.548865), (0.358389, 1.133695, -12.706527)
(0.210625, 1.103152, -12.548557), (0.213281, 1.106066, -12.390888), (0.360585, 1.139228, -12.548865)
(0.060817, 1.06627, -12.548099), (0.063287, 1.070439, -12.390653), (0.210625, 1.103152, -12.548557)
(0.060817, 1.06627, -12.548099), (0.210625, 1.103152, -12.548557), (0.208577, 1.096665, -12.705994)
(0.363436, 1.140894, -12.390963), (0.513848, 1.174752, -12.390873), (0.510808, 1.174261, -12.549017)
(0.363436, 1.140894, -12.390963), (0.36686, 1.13893, -12.232837), (0.513848, 1.174752, -12.390873)
(0.213281, 1.106066, -12.390888), (0.363436, 1.140894, -12.390963), (0.360585, 1.139228, -12.548865)
(0.213281, 1.106066, -12.390888), (0.216485, 1.105508, -12.232994), (0.363436, 1.140894, -12.390963)
